content,score,app_id,label
Kalau belanja pakai promo yang agak gede maka pesanan tidak akan dikirim walau berhasil checkout. Sudah dua kali begitu dan pesanan gak dikirm kirim sampai batal otomatis. Pepek memang tokopedia ini.,1,com.tokopedia.tkpd,Negative
bagus,5,com.tokopedia.tkpd,Positive
tampilan produk di dalam toko kenapa jadi jelek tampilan harga menjadi hilang hanya foto produk dan nama jelek jadinya buang buang waktu kalo mau beli barang sesuai harga jadi susah,1,com.tokopedia.tkpd,Negative
aplikasi apaan tiap mau buka suruh update terus,2,com.tokopedia.tkpd,Negative
toko pedia selalu ngebag klo kelamaan di scrool,1,com.tokopedia.tkpd,Negative
Aku kasih bintang 4 dulu,4,com.tokopedia.tkpd,Positive
toppp,5,com.tokopedia.tkpd,Positive
stop ganggu,5,com.tokopedia.tkpd,Positive
SIIIIIIIPPPP,5,com.tokopedia.tkpd,Positive
"bunga utang 100x lipat dalam 1 minggu lebih, bank kredit keliling saja tidak sampai 10x lipat",1,com.tokopedia.tkpd,Negative
mantap,5,com.tokopedia.tkpd,Positive
bagus aplikasi ini sangat membantu,5,com.tokopedia.tkpd,Positive
"belanja di tokped, lebih murah dan mudah, kerennn, terima kasih Tokopedia",5,com.tokopedia.tkpd,Positive
baru mencoba Tokopedia,4,com.tokopedia.tkpd,Positive
Sangat puas,5,com.tokopedia.tkpd,Positive
pencairan dana reseller begitu lama padahal bara g sudah d terima,1,com.tokopedia.tkpd,Negative
Mohon diperbaiki bug,5,com.tokopedia.tkpd,Positive
mantapp tokped,5,com.tokopedia.tkpd,Positive
tokopedia T nya tolol paket saya mau di pick up sama driver gojek di cancel terus sama sistem jadi lama ke kirimnya,1,com.tokopedia.tkpd,Negative
"Dari dulu suka bgt pakai tokped,dan ada rencana mau buka toko sendiri di tokped. Tapi semenjak tau tokped gabung sama tiktok..duh maaf saya batal buka toko . Tolong,kembalikan tokped yang dulu.. yg tidak bergabung dgn aplikasi lain. Jikalau tokped kembali seperti dulu,mungkin saya akan lanjut untuk buka toko sendiri.",3,com.tokopedia.tkpd,Neutral
"saya memiliki kendala nomor dan email tidak bisa dipakai di 1 akun yang sama, karena masing-masing sudah punya akun. Dan ketika saya menutup akun yang naut dengan nomor telepon saya ternyata nomor telepon saya juga ikut tidak bisa digunakan. Saya sudah melaporkan tapi agen hanya merespon bahwa hal itu tidak bisa diperbaiki....",1,com.tokopedia.tkpd,Negative
"entah kenapa tiba-tiba dapet WA dari tokopedia tapi, saya aja gak punya aplikasinya... tokopedia tolong di cek dengan benar barangkali ada yang mengaku menggunakan data orang lain. bisa bahaya itu",1,com.tokopedia.tkpd,Negative
"barang saya di pesan dari tanggal 20 Januari sampe tanggal 12 februari belum sampai, dan admin Tokopedia serta TokopediaCare tidak mau membantu dan hanya suruh menunggu terus. Apakah pembeli harus menerima konsekuensi bila barang hilang atau terlambat hampir 3 minggu?",1,com.tokopedia.tkpd,Negative
makin malas pake apk ini.pembayaran jadi tidak bisa via va lewat dana,2,com.tokopedia.tkpd,Negative
Tokopedia kaya caduk di upgrade malah engga gratis ongkir,1,com.tokopedia.tkpd,Negative
"kalu selagi masih bagus, bintang akan tetap 5. aku tidak merasa puas, karna aku pernah kecewa.",5,com.tokopedia.tkpd,Positive
"transaksi di batalin, dana tulisannya udah dikirim balik, tapi pas mau liat dibalikin via apa malah bingung, susah nyarinya. ui ux kalah jauh dari sebelah",2,com.tokopedia.tkpd,Negative
PENJUAL NYA PENIPU SEMUA!,1,com.tokopedia.tkpd,Negative
bagus,5,com.tokopedia.tkpd,Positive
membeli online mmg lebih murah. namun belakangan ini pengiriman sering molor dari waktu yg mrk tentukan sendiri. kemudian di batalkan dg alasan salah alamat dsbgnya. dulu suka bgt dg aplikasi ini. tp skrg ada tp ga digunakan lagi. ga enak rjbut dg penjual. memalukan.,2,com.tokopedia.tkpd,Negative
Bagus dn tpercaya.,5,com.tokopedia.tkpd,Positive
gangguan halaman trs,1,com.tokopedia.tkpd,Negative
"kenapa di iklan bisa cod pas mau beli ga bisa cod , dan menurut saya ongkir mahal lebih mahal dari barang yg di beli",3,com.tokopedia.tkpd,Neutral
pikir seribu kali deh klo mau order disini. sekelas Watson aja bisa nipu barang mahal gak dikirim. Tokopedia juga gak bijak. 👍 byeee,1,com.tokopedia.tkpd,Negative
aplikasi ini sangat membantu sekali ok pokoknya,5,com.tokopedia.tkpd,Positive
"sangat buruk dalam hal pelaporan, CS cenderung lama dan tidak respon. menunggu beberapa hari pun juga belum menemukan solusi terbaik.",2,com.tokopedia.tkpd,Negative
tolong sapx di hapus aja... kurir gk bsa ganti... klo pengiriman telat gk bsa di batalin,1,com.tokopedia.tkpd,Negative
pengembalian barang dipersulit...masak barang gak sesuai disuruh drop off di indopaket...mana di kota gua gak ada,1,com.tokopedia.tkpd,Negative
baru pembelian kedua susah dibatalkan sepihak sama reseller,1,com.tokopedia.tkpd,Negative
TOLONG BERHENTI MENGGUNAKAN JASA KIRIM J&T PAKET SAYA SUDAH 2 KALI HILANG DITELAN KURIR DARI PIHAK TOKPED TIDAK ADA TANGGAPAN APAPUN,1,com.tokopedia.tkpd,Negative
ok juga,5,com.tokopedia.tkpd,Positive
kasih 4 dulu masih baru kalo enak nyaman ntar kasih 1 bintang lagi biar sempurna,4,com.tokopedia.tkpd,Positive
cepat dan akurat,5,com.tokopedia.tkpd,Positive
nice,5,com.tokopedia.tkpd,Positive
good,5,com.tokopedia.tkpd,Positive
semoga lebih mudah,5,com.tokopedia.tkpd,Positive
mantap,5,com.tokopedia.tkpd,Positive
sekarang belanja disini gak jelas gak dikirim2 tau2 di batalkan hadeeh,1,com.tokopedia.tkpd,Negative
terimakasih Tokopedia.. banyak diskon yang menarik di update sekarang ini... benar ² gacor 👍,5,com.tokopedia.tkpd,Positive
belanja makin ok,5,com.tokopedia.tkpd,Positive
mantab,5,com.tokopedia.tkpd,Positive
mantap,5,com.tokopedia.tkpd,Positive
"Belanja disini ga pernah mengecewakan,",5,com.tokopedia.tkpd,Positive
mantap,5,com.tokopedia.tkpd,Positive
harga ongkir lebih mahal dibanding harga barang tokped berat diongkos walaupun byk promo dan diskon atau pun pengguna baru mohon maaf sbesar2nya masih lbh baik toko oren kalu soal belanja online utk masyarakat umum 🙏,1,com.tokopedia.tkpd,Negative
"aplikasi nya gak berguna banget, mau transaksi gak tersedia, mau tambahkan pembayaran rekening bank juga gak bisa, pengembalian dana gagal semuanya aja oyy gak berguna gimana mau berbelanja di aplikasi Tokopedia ini, udah mah kena scam pertama kalinya banget kena begitu, duh repot",1,com.tokopedia.tkpd,Negative
"saldo sy tiba2 hangus,gara2 belum sempat dipindah keakun dana",1,com.tokopedia.tkpd,Negative
"parahhhh pesanan sekarang ribet ya mau batalin.. kaya mihak penjual... barang aja belom di kirim.. kesenengan si toko kejar target . klo udh di kirim ok lah gak bs ud terlanjur... ini kan belom.. nego case to case sama penjual aja gk diterima alesan ini itu pdhl ditulis pesanan yg masuk di atas jam 15.00 di proses besok secara alur bisa dunk dibatalin... dah tau alamat nya salah tuh, kedua barang nya juga gk jadi beli, ok lah klo ud dikirim gk ada semenit..",1,com.tokopedia.tkpd,Negative
mudah dan terpecaya,5,com.tokopedia.tkpd,Positive
Aman dan terpercaya,5,com.tokopedia.tkpd,Positive
bagusnya.,5,com.tokopedia.tkpd,Positive
Ngasih saldo kompensasi tapi udah 9hr belum masuk ktnya 7hr tidak termasuk hr libur,1,com.tokopedia.tkpd,Negative
apalahh gua beli celana datengnya setaun jiggg bgstt,1,com.tokopedia.tkpd,Negative
pelanggan baru,4,com.tokopedia.tkpd,Positive
worth it banget,5,com.tokopedia.tkpd,Positive
sip mantap,5,com.tokopedia.tkpd,Positive
ada apa dengan tokopedia ? gopay leter gopay pinjam gak bisa di gunakan.udah jelas² saya selalu bayar tepat waktu gak pernah telat.atau memang gak akan bisa di gunakan lagi gopay nya ?,1,com.tokopedia.tkpd,Negative
lemot,1,com.tokopedia.tkpd,Negative
"saya seller lama di Toped semenjak gabung dengan tiktok shop sy dipersulit menarik dana penjualan,, sampe sekarang gak bisa di tarik",1,com.tokopedia.tkpd,Negative
min sangat ingin berbelanja dsini...tp daftar n kok sulit...lau lazada SM shopee kan pakai no WA ja...ni pakai email yg zaman 70 an kan ksulit,5,com.tokopedia.tkpd,Positive
"mau cari barang malah mentok sampe bawahnya cuma sedikit padahal banyak yang jual, HARAP DIPERBAIKI!",1,com.tokopedia.tkpd,Negative
jos,4,com.tokopedia.tkpd,Positive
"selalu minta update, nda sebanding dengan promonya",3,com.tokopedia.tkpd,Neutral
lemot,1,com.tokopedia.tkpd,Negative
👍💯,5,com.tokopedia.tkpd,Positive
"pertama aja dapat bebas ongkir, lama2 malah mahal bebas ongkir juga ga ada",1,com.tokopedia.tkpd,Negative
lumayan,5,com.tokopedia.tkpd,Positive
💯,5,com.tokopedia.tkpd,Positive
"mantap, belanja lebih gampang dan murah",5,com.tokopedia.tkpd,Positive
MANTAFFF,5,com.tokopedia.tkpd,Positive
menu2nya kadang susah nyarinya,4,com.tokopedia.tkpd,Positive
aplikasinya jelek ga ada bebas ongkirnya,1,com.tokopedia.tkpd,Negative
"saya kecewa di sini saya bli barang trs sya batalin karna tidak ada respon dari toko,trs uang saya udah kembali tapi kembali ke saldo tokopedia, trs sya tarik saldo dari saldo tokopedia ke rekening saya tapi dari jam 9 pagi samapai saat ini dana blm masuk ke rekening sya dari dompet tokopedia",1,com.tokopedia.tkpd,Negative
mantap,5,com.tokopedia.tkpd,Positive
mantab,5,com.tokopedia.tkpd,Positive
"udh beli 2 barang ga dpt vocher 800 ribu, sekelas tokped nipu cuih..",1,com.tokopedia.tkpd,Negative
Program bebas Ongkir nya mantap...,5,com.tokopedia.tkpd,Positive
"kecewa sama sistem nya,ujug² pesanan saya di cancel ja, padahal butuh banget barang yg di pesan. nunggu lama eh ujungnya di cancel",1,com.tokopedia.tkpd,Negative
mantap,5,com.tokopedia.tkpd,Positive
barang nya sesuai,5,com.tokopedia.tkpd,Positive
Lagi liat barang kenapa etalase loncat ke etalase atas melulu? hah? kenapa? . Ga boleh belanja ya? ...,1,com.tokopedia.tkpd,Negative
amazing game,5,com.tokopedia.tkpd,Positive
👍,5,com.tokopedia.tkpd,Positive
baru peseun nya ini tau cepat tau ga pengen nya cepat tepat dan brang ke adaan baik,5,com.tokopedia.tkpd,Positive
"barang yang gak bisa di order di apk lain,di sini bisa🤙",5,com.tokopedia.tkpd,Positive
skg ongkir di tokopedia mahal dan toko2 penjual sering membatalkan pesanan tanpa kasih tau alasan,4,com.tokopedia.tkpd,Positive
bagus,5,com.tokopedia.tkpd,Positive
"Mantap, OK punya, luarbiasa !",5,com.tokopedia.tkpd,Positive
Aplikasi bagus buat belanja,5,com.tokopedia.tkpd,Positive
bagus,5,com.tokopedia.tkpd,Positive
Mantap,5,com.tokopedia.tkpd,Positive
"ni Aplikasi kalo dipakai lama buat ngscrol² jadi ngelag banget, padahal handphone saya flagship, kalo di oren scroll berjam² juga normal aja.",1,com.tokopedia.tkpd,Negative
good,4,com.tokopedia.tkpd,Positive
apknya tidak bisa menampilkan google maps ketika gw mau lacak paket gw,1,com.tokopedia.tkpd,Negative
keren,5,com.tokopedia.tkpd,Positive
"saya beli handgrip dan udah bayar pake metode dana pada tanggal 11 februari 2026 namun kenapa di riwayat transaksi itu tidak ada di manapun, saya mau refund pun tak bisa. tolong untuk segera diperbaiki lagi",1,com.tokopedia.tkpd,Negative
josss,5,com.tokopedia.tkpd,Positive
"semenjak gabung tiktok shop jadi ga karuan, mau jualan pun juga kena band trs udah 2 kali ganti toko padahal dulu ga kaya gini",1,com.tokopedia.tkpd,Negative
cocog,3,com.tokopedia.tkpd,Neutral
bagus,5,com.tokopedia.tkpd,Positive
Good Aplikasi and smart dalam penggunaan quicly respons mudah dalam pembayarannya masya Allah keren bener ini Aplikasi recomended Sukses ya,5,com.tokopedia.tkpd,Positive
akun toped saya kena penipuan sampai 9 juta lebih pdhl aplikasi gak didownload skrg gmn ini solusinya buat pusing. gak belanja tapi mlh suruh bayar 9 juta lebih jelas gak mau lah.saya sudah lapor toped tinggal nunggu solusinya gimana gak tauyg pasti saya gak mau bayar lah.tokopedia banyak penipunya makanya saya hapus skrg mlh hrs download lg buat ngurus transaksi penipuan sampe 9 juta lebih. ada yang tau solusinya gak ya soalnya sudah lapor tokopedia tapi belum ada tanggapan dan saya sdh diteror,1,com.tokopedia.tkpd,Negative
mantappp,5,com.tokopedia.tkpd,Positive
ayo toped. perbaiki layananmu... betulin dulu sistim mu(lemot)aku dah langganan dari awal. jangan kalah sama orange ped toped...,5,com.tokopedia.tkpd,Positive
bagus,5,com.tokopedia.tkpd,Positive
"mudah dan Bermanfaat ,Selamat berbelanja",5,com.tokopedia.tkpd,Positive
sangat membantu,5,com.tokopedia.tkpd,Positive
gue gak bisa ganti kata sandi,2,com.tokopedia.tkpd,Negative
"Ini bukan error kecil, ini kacau total. Akun saya tiba-tiba ada alamat orang asing dan transaksi yang bukan saya lakukan. Keamanan seperti ini benar-benar memalukan untuk platform sebesar ini. Hilang sudah rasa percaya.",1,com.tokopedia.tkpd,Negative
males dengan tokopedia yg sekarang... harga tercantum tidak kompetitif dengan kompetitor.. promo jg kalah bersaing... nasib nya bakal kayak bukalapak di tinggalkan user dan penjual,1,com.tokopedia.tkpd,Negative
bagus,5,com.tokopedia.tkpd,Positive
"aplikasi gak jelas tiba"" nyedot saldo gopay saya bukti ada",1,com.tokopedia.tkpd,Negative
"downgrade parah nih tokped, paket gak dianter ke rmh tp di sistemnya paket ditolak pembeli, gimana coba? udh mah 8 hari, msh tetep kaga dikirim jg. udah lapor tp tetep aja kaga nyampe rumah. skrg malah di retur oleh ekspedisi. kacau bgt. pdhl mah udh gue byr pke gopay, bkn cod. jd kapok pake tokped. msh enak pake lazada sama zalora. lu semua klo belanja di tokped mending yg COD aja dah, ribet urusannya klo pke ewallet, refundnya ribet, lama.",1,com.tokopedia.tkpd,Negative
"Bagaimana mau bersaing dgn si oren, pelit amat sekarang mau ngasih gratis ongkir. Mau ngasih gratis ongkir hrs langganan plus 150rb/bln, sama aja bohong, belum tentu sebulan belanja di toped. Sudah ada tulisan Gratis Ongkir, saat dicek out masa ada ongkir 7rb perak. Lama2 semakin ditinggal pembeli. Dan harga jual bisa lebih mahal dari si oren dengan toko yg sama",1,com.tokopedia.tkpd,Negative
mantap,5,com.tokopedia.tkpd,Positive
bagus,5,com.tokopedia.tkpd,Positive
bagus semoga semakin baik pagi pengguna aplikasi tokopedia,5,com.tokopedia.tkpd,Positive
Selama ini ketika belanja pakai gopaylater pembayaran saya Lancar silahkan di cek. tapi tiba tiba di blokir. jadi sudah jarang belanja lagi ditokopedia. saya belanja ditempat lain saja ga ribet dan bertele tele.,1,com.tokopedia.tkpd,Negative
"Kecewa sekali dg proses refund. Barang sudah saya kembalikan, sudah diterima penjual, video unboxing juga sudah saya upload. Tapi dana malah tetap cair ke penjual. Penjual tdk upload video packing, tapi pembeli yang disalahkan. Akhirnya saya rugi dua kali: barang hilang, uang pun hilang. Tolong sistemnya diperbaiki supaya pembeli tidak dirugikan seperti ini.",1,com.tokopedia.tkpd,Negative
bagus,5,com.tokopedia.tkpd,Positive
"paket saya ga dikirim"" saya chat ke nomor kurir yang tertera malah katanya ga pegang daerah saya, saya laporan ga ada hasil saya tunggu tunggu paketnya ga datang"" malah direturn",3,com.tokopedia.tkpd,Neutral
sangat bagus 😎😎😎😎👍👍,5,com.tokopedia.tkpd,Positive
"aplikasi apaan sih ini, mau beli Vape harus verifikasi 21+, padahal bikin akun jg tgl lahir 97, mau verifikasi error mulu, chat cs lemot bgt, aplikasi gajelas",1,com.tokopedia.tkpd,Negative
mantappp 👍👍👍,5,com.tokopedia.tkpd,Positive
ok mantap sekali,5,com.tokopedia.tkpd,Positive
mantap,5,com.tokopedia.tkpd,Positive
aplikasi nya enak digunakan,5,com.tokopedia.tkpd,Positive
"buat promo promo nya udah murah banget tapi , pas sayaa belli barang nya ada keterlambatan dari si penjual dan dia tidak mau bertanggung jawab atas keterlambatan nyaa dan paket saya pun tidak pernah datang",1,com.tokopedia.tkpd,Negative
lama nyampe estimasi 2hari/3hari tapi lama nyampe ga sesuai estimasi buruk lah ga kaya di apk 🍊 estimasi 2 hari eh sehari aja nyampe,2,com.tokopedia.tkpd,Negative
Ga bener saya gunakan lokasi saat ini malah ga akurat alhasil kurir nyasar dan barang belum di kirim padahal saya sudah bayar pakai dana,1,com.tokopedia.tkpd,Negative
baik adanya,5,com.tokopedia.tkpd,Positive
"Kelalaian Tokopedia , Barang status sudah diterima namun nyatanya belum, kelalaian yang sangat berbahaya bagi sistem pembayaran pake Transfer, karna tidak mencantumkan no kurir pengirim paket .",1,com.tokopedia.tkpd,Negative
ih aku takuttt,3,com.tokopedia.tkpd,Neutral
ok,5,com.tokopedia.tkpd,Positive
sorry tokped sudah tak se jujur dulu,1,com.tokopedia.tkpd,Negative
good,5,com.tokopedia.tkpd,Positive
"toko 8 tahun di tutup permanen, aneh ini apps semenjak gabung sama itu kwkwkwkw",1,com.tokopedia.tkpd,Negative
"Sekarang kok ngeleg banget sih, untungnya bikin ga konsumtif males belanja",3,com.tokopedia.tkpd,Neutral
"Tambah tahun voucher cashback makin sedikit potongannya, tahun terbaik melimpah voucher itu dith 2021-2023. Skrg Aplikasi berat - Filter tidak ampuh - Banyak pop-up gak berguna. Aku bilang jujur ini, klo gak direspon ya siap ditinggal kan.",1,com.tokopedia.tkpd,Negative
"lama loading lama kesalahan rumah Tokopedia terus, loading error pencarian barang yang lagi di butuhin juga sering eror",1,com.tokopedia.tkpd,Negative
mantap,5,com.tokopedia.tkpd,Positive
𝐛𝐚𝐠𝐮𝐬 𝐬𝐮𝐤𝐚 𝐛𝐚𝐧𝐠𝐞𝐭,5,com.tokopedia.tkpd,Positive
mantab,5,com.tokopedia.tkpd,Positive
mantap,5,com.tokopedia.tkpd,Positive
isinya robot semua,1,com.tokopedia.tkpd,Negative
udah lama berlangganan d tokped tp baru skrg byrnya pake dana ternyata makin praktis,5,com.tokopedia.tkpd,Positive
Kupon gabisa dipake. Gajelas. Tanya cs malah bot oon yang bales. Percuma lu kasih kupon tapi pas bayar gabisa dipake!!! Buang2 waktu aja. Kupon pengguna baru itu bohong ya! Ganiat kasih kupon cuma buat narik2 pelanggan baru doang tapi nyatanya zonk,1,com.tokopedia.tkpd,Negative
aplikasi yang sangat membantu semua kebutuhan,5,com.tokopedia.tkpd,Positive
"tidak berguna, aku check point alamat di Pangandaran kok malah ke Panawangan. benerin tuh apk nya dulu. bikin sengsara kurir. kasihan",1,com.tokopedia.tkpd,Negative
harga yang tampil pakai promo.ketika di klik mau co ternyata promo gak berlaku.ini promo apaan ecommerce ijo ini makin lama makin menurun aja,2,com.tokopedia.tkpd,Negative
stress ga ada menu topup saldo tokped,1,com.tokopedia.tkpd,Negative
ok,5,com.tokopedia.tkpd,Positive
cara upload feed di Tokopedia sekarang gimana caranya? sekarang gak bisa yah. Tambah ribet kalo di tiktok seller. 👎👎👎,1,com.tokopedia.tkpd,Negative
Ok,4,com.tokopedia.tkpd,Positive
"Tidak ada perlindungan pelanggan ya? padahal sudah jelas-jelas si penjual ngirim barang yang berbeda dari judul. Tapi, saat saya ajukan komplain. Ditolak oleh si penjual. Hadeh, rugi banyak saya.",1,com.tokopedia.tkpd,Negative
kredibel dan akuntabel,5,com.tokopedia.tkpd,Positive
"jadi ngelag banget,buka Tokopedia kebanyakan iklan pas mau buka,",1,com.tokopedia.tkpd,Negative
okay 👍,5,com.tokopedia.tkpd,Positive
sangat bagus sekali perbanyak diskonnya dong,5,com.tokopedia.tkpd,Positive
ok,5,com.tokopedia.tkpd,Positive
topet selalu bijak,5,com.tokopedia.tkpd,Positive
super good,5,com.tokopedia.tkpd,Positive
"sebagai customer pencairan dana refund ke rekening sendiri susah nya minta ampun, harus banyak verifikasi ini itu",1,com.tokopedia.tkpd,Negative
tokopedia jelek banget pelayanan dana pembayaran via Qris Tokopedia...barang tidak di kirim...dana refund pembelian tidak masuk ke akun saya.. lapor CS tokped...jawaban cuma itu itu saja...tanpa kejelasan... benar benar merugikan pembeli...hampir 2 bulan saldo belum masuk saldo refund... saran saya un instal tokped...mirip buka lapak yg merugikan pembeli beralih ke market place yg lain orange...ungu...lebih melindungi pembeli...,1,com.tokopedia.tkpd,Negative
vocher disconnya joss,5,com.tokopedia.tkpd,Positive
simple gampang dimengerti ga bikin hp ngelag,5,com.tokopedia.tkpd,Positive
"barang di sini mahal,lebih murah yang di apk sebelah...",1,com.tokopedia.tkpd,Negative
"kenapa sekarang unik sekali , beli di 3 toko bisa""nya di batalin..pdhl komen""an bagus dan dah banyak terjual..di chat gak ada respon sama sekali..akhirnya uang kembali ke saldo tokped..tp di tarik gak masuk"" ke rek ANEH",1,com.tokopedia.tkpd,Negative
bagus,5,com.tokopedia.tkpd,Positive
wow sekarang mah kereen belanja d toko pedia,5,com.tokopedia.tkpd,Positive
woy pihak tokopedia coba kalau di chat toko nya jangan robot yang balas suruh penjualnya yang balas biar nyaman,1,com.tokopedia.tkpd,Negative
semoga sukses selalu Amiiin,5,com.tokopedia.tkpd,Positive
baik,5,com.tokopedia.tkpd,Positive
berat banget aplikasi tokopedia skrng,3,com.tokopedia.tkpd,Neutral
"untuk pengguna plus cukup memuaskan semua pelayanannya, hanya saja fitur bonus diakun saya kok gabisa dipakai ya? padahal saldo bonus saya ada banyak? mohon bantuannya min",5,com.tokopedia.tkpd,Positive
"tokopedia makin kacau, udah di kasih masukan setiap x, jangan pakai ekspedisi ninja, anter aja, itu aplikasi terlelet, pesan sameday sampai 2 hari, dia di Bekasi gw jakarta, masa lebih cepet jnt, ngaco ajah, orang pesan sameday itu urgent, bukan mau sampai nya lambat, kebanyakan nyari untung dari ekspedisi jadi kayak gini nih. makin payah, saat nya hapus aplikasi tokped.",1,com.tokopedia.tkpd,Negative
oke dah solve,1,com.tokopedia.tkpd,Negative
toko pedia sangat bagus dan murah banyak promo belanja di toko pedia sangat memuaskan dan amanah,5,com.tokopedia.tkpd,Positive
jangan beli barang ditokopedia penipu masa beli tv samsung cristal 55incs yg dikirim casing hp terus tdk bertaggung jaeab mengembalikan dananya atas penipuan ini hilang duit saya penipu tokopedis janjo ksh dana kompensasi malah komplenan saya dihapus penipuan jelas ini pokonya jgn jgn coba beli ditokopedia nyesel bakalan barang gak diterima uang tdk kembali.,1,com.tokopedia.tkpd,Negative
makin kesini kurirnya makin lelet,1,com.tokopedia.tkpd,Negative
apl sulit bgt mau ganti telpon aj..hrs baru bgt.langsung sy buang di hp sy aplnya,1,com.tokopedia.tkpd,Negative
mantap sering transaksi disini,5,com.tokopedia.tkpd,Positive
Keren,5,com.tokopedia.tkpd,Positive
Baik,5,com.tokopedia.tkpd,Positive
bertransaksi sangat mudah,5,com.tokopedia.tkpd,Positive
lepas tanggung jawab.harusnya bantu pembeli jawaban ulang ulang aja terus Cs g guna,1,com.tokopedia.tkpd,Negative
Good,5,com.tokopedia.tkpd,Positive
layanan baik 👍,5,com.tokopedia.tkpd,Positive
bagus,5,com.tokopedia.tkpd,Positive
Aku pernah belanja di tik tok dengan baik sekarang sudah berubah karena masalah metode pembayaran,5,com.tokopedia.tkpd,Positive
gimana penarikan saya ke rekening sudah 6 hari belum masuk juga sudah chat tokopedia care lama sekali responnya bagaimana tanggung jawab anda?,1,com.tokopedia.tkpd,Negative
keren,5,com.tokopedia.tkpd,Positive
sekarang jarang ada diskon + gratis ongkir,1,com.tokopedia.tkpd,Negative
woww promo nyaa,5,com.tokopedia.tkpd,Positive
banyak diskonnyaa,5,com.tokopedia.tkpd,Positive
membantu,5,com.tokopedia.tkpd,Positive
bagus sekali pengiriman lumayan cepat 🫶,5,com.tokopedia.tkpd,Positive
ok,5,com.tokopedia.tkpd,Positive
"anda adalah platform yang sangat lama dalam mencari kurir instan, bayangkan sudah satu setengah hari kurir belum ada juga buat pick up, cuaca cerah tidak banjir juga",1,com.tokopedia.tkpd,Negative
"parah juga yaaaa komplain ke tokped suami gua yg kerja di jnt sebagai kurir kena denda 500rb cuma krna kena komplain dri customer,",1,com.tokopedia.tkpd,Negative
baru coba,4,com.tokopedia.tkpd,Positive
mantap,5,com.tokopedia.tkpd,Positive
Mohon dengarkan kritik dan saran saya. tolong ganti saja rekanan pengantar paket kalian dengan j&t karena mereka tidak profesional. Barang dibiarkan berhari-hari di gudang mereka. ketika kurirnya di hubungi alasannya sedang sakit. susah sampai digudang mereka kita menunggu sangat lama tidak diatur dengan nomor antrian. mohon maaf secara pribadi saya tidak lagi berbelanja di sini jika rekanannya tetap j&t. TERIMAKASIH,2,com.tokopedia.tkpd,Negative
"Kinerja aplikasi makin menurun, selain pesan atau chat yang tetap tidak bisa dibaca, sekarang jika beli sesuatu dengan jumlah banyak harga semakin mahal, misal beli 1 di harga 45rb, beli 2 buah harga malah naik jadi 53rb, dan tidak di satu merchant saja hampir disemua merchant terjadi seperti itu, sehingga harga yg ditawarkan di Tokopedia semakin mahal dan tidak kompetitif dibandingkan aplikasi lain yang sejenis",1,com.tokopedia.tkpd,Negative
sangat bagus,5,com.tokopedia.tkpd,Positive
"transaksi mudah gak ribet. semua mode pembayaran tersedia semua produk ada. pilihan bervariasi, semua ok.",5,com.tokopedia.tkpd,Positive
lancar jaya...,5,com.tokopedia.tkpd,Positive
bonus gwah mana wok,1,com.tokopedia.tkpd,Negative
"Saya Pembeli : Pesanan tgl 28/1 di bawa kabur kurir, mengajukan investigasi kurir dan baru mendapatkan jawaban tgl 7/2. keputusan pusat resolusi pengembalian dana. tp sampai tgl 10/2 belum menerima dana pengembalian. chat pusat resolusi tidak di jawab, chat CS live pun tidak mendapatkan kepastian. apakah seperti ini tokpedia sekarang. Menahan Hak pembeli.",1,com.tokopedia.tkpd,Negative
Recomended,5,com.tokopedia.tkpd,Positive
nyewa pengiklan yang bener dikit napa. gw lagi main game kena iklan lo malah masuk ke apk lu. jadi restart lagi game gw nyet.,1,com.tokopedia.tkpd,Negative
terima kasih toko pedia aplnya sangat gmpang di pahami byk gratis ongkirnya juga plus nya mntf,5,com.tokopedia.tkpd,Positive
"hapus deh kak menu bayar biaya pendidikan di tokopedia gagal mulu, mana saldonya kembalinya lama banget",1,com.tokopedia.tkpd,Negative
👍👍👍👍👍,5,com.tokopedia.tkpd,Positive
sangat membantu saya,5,com.tokopedia.tkpd,Positive
mantap,5,com.tokopedia.tkpd,Positive
sangat menarik,5,com.tokopedia.tkpd,Positive
"Pelayanan Customer Service sangat lambat dalam membantu dalam menyelesaikan masalah, terutama terkait pengiriman menggunakan ekpedisi J&T Express, Paket saya dibawa keliling dunia dulu padahal sblm nya sudah sampai di pusat kota saya, namun dibawa keliling dulu, padahal tinggal dikirim ke Alamat yang sudah saya cantumkan, namun yah begitulah pelayanannya hanya bisa minta maaf namun tidak bisa menyelesaikan masalah....",1,com.tokopedia.tkpd,Negative
bolehhhhhh,5,com.tokopedia.tkpd,Positive
"ini Tokopedia sekarang kenapa berubah drastis bangeet, sampai saya tulis komentar seperti ini saya sudah bener kesel mengapa 1.Sekarang Kalau Mau Belanja Harus Nyari2 Dulu Mana Yang Dapet Gratis Ongkir Sedangkan Dulu Cuman Di Kasih Saran Min Belanja 2.Promo ga seperti dulu lagi semenjak marger dengan tt 3.traffic juga semakin ga karu karuan PLEASE LAH KEK DULU LAGI TOKPED SAYA GUNAIN TOKPED DARI DULU GA PERNAH KE E COMMERCE LAIN TAPI SEKARANG JADI KEK GINI",2,com.tokopedia.tkpd,Negative
sering ngelag.... lemot.. berhenti tiba2,1,com.tokopedia.tkpd,Negative
